0,3261
1,552
2,1816
3,1491
4,1936
5,1037
6,1025
7,1641
8,475
9,3310
10,2617
11,46
12,1534
13,2160
14,3317
15,1643
16,2619
17,1659
18,1874
19,495
20,737
21,1660
22,3501
23,2944
24,1964
25,878
26,22
27,1988
28,1653
29,2005
30,267
31,1644
32,2759
33,2615
34,1649
35,2975
36,1582
37,461
38,444
39,284
40,2876
41,3510
42,1655
43,1860
44,1639
45,2438
46,1156
47,2251
48,1606
49,3
50,2616
51,2554
52,3365
53,3558
54,1666
55,3416
56,861
57,2488
58,1095
59,393
60,1073
61,258
62,1516
63,3394
64,2656
65,410
66,3393
67,2411
68,1188
69,430
70,2906
71,2755
72,1413
73,3316
74,338
75,1040
76,1896
77,3384
78,1929
79,2258
80,483
81,2479
82,429
83,2757
84,1650
85,843
86,950
87,1865
88,1124
89,37
90,2932
91,1341
92,1495
93,3390
94,503
95,981
96,1636
97,648
98,1701
99,1724
100,3043
101,3528
102,1648
103,2490
104,1347
105,548
106,1768
107,1778
108,1394
109,1511
110,2960
111,3484
112,532
113,3324
114,1011
115,3577
116,962
117,1129
118,1322
119,1917
120,2316
121,2796
122,1984
123,206
124,3288
125,3539
126,1591
127,1209
128,1846
129,1990
130,2058
131,1355
132,2381
133,1157
134,1270
135,1277
136,2309
137,809
138,1464
139,2519
140,2666
141,1654
142,561
143,3241
144,1121
145,1729
146,3225
147,1360
148,675
149,408
150,1573
151,672
152,271
153,448
154,938
155,3293
156,1302
157,2332
158,1663
159,2630
160,3004
161,2953
162,2996
163,1908
164,1960
165,2127
166,1298
167,265
168,2453
169,2238
170,35
171,1210
172,3090
173,471
174,3039
175,1652
176,1243
177,484
178,1855
179,2977
180,1986
181,3523
182,1783
183,1496
184,1076
185,2388
186,2120
187,1398
188,1074
189,2035
190,1339
191,2946
192,1088
193,2736
194,1363
195,1125
196,269
197,1268
198,2141
199,3053
200,1632
201,59
202,2435
203,2841
204,2861
205,1872
206,1661
207,2914
208,2942
209,563
210,2317
211,2844
212,996
213,1008
214,864
215,2595
216,940
217,1959
218,3552
219,1155
220,173
221,1962
222,2103
223,3038
224,2908
225,1479
226,2033
227,2245
228,209
229,1369
230,350
231,863
232,2191
233,1165
234,3503
235,445
236,3470
237,1265
238,709
239,2050
240,470
241,212
242,25
243,2276
244,1692
245,2867
246,2874
247,1682
248,2218
249,872
250,2112
251,2708
252,934
253,1393
254,984
255,1422
256,2910
257,262
258,1334
259,735
260,1401
261,1201
262,1328
263,1794
264,2446
265,513
266,1316
267,2879
268,3498
269,1700
270,1099
271,3035
272,1752
273,1103
274,2693
275,1408
276,3397
277,2235
278,3008
279,2153
280,62
281,1668
282,3100
283,2121
284,2500
285,558
286,3356
287,2839
288,858
289,1178
290,3173
291,1353
292,500
293,2028
294,1800
295,722
296,1758
297,2313
298,3128
299,1634
300,1303
301,263
302,1276
303,1279
304,398
305,3052
306,781
307,1696
308,2386
309,2092
310,1651
311,2802
312,2370
313,221
314,974
315,199
316,1642
317,1688
318,800
319,2322
320,1730
321,1992
322,1092
323,2176
324,957
325,2523
326,1584
327,1404
328,1096
329,839
330,1861
331,626
332,1670
333,3516
334,1300
335,2472
336,3161
337,1553
338,3072
339,3074
340,1094
341,124
342,865
343,425
344,512
345,1527
346,3364
347,2577
348,3056
349,3622
350,1372
351,1017
352,1013
353,2243
354,3391
355,3575
356,3273
357,3553
358,3700
359,2489
360,2592
361,337
362,2137
363,3172
364,2430
365,859
366,2465
367,987
368,3024
369,1892
370,2845
371,1595
372,1159
373,2469
374,87
375,1519
376,2293
377,2787
378,1167
379,1596
380,2510
381,3002
382,2416
383,3160
384,2382
385,2422
386,2578
387,3665
388,1150
389,1493
390,862
391,2338
392,1072
393,259
394,1906
395,2958
396,567
397,1113
398,2878
399,2524
400,2010
401,3258
402,2447
403,1384
404,2431
405,1958
406,1776
407,2968
408,1857
409,424
410,1623
411,1409
412,2368
413,2702
414,303
415,2507
416,2401
417,3380
418,63
419,2580
420,693
421,3182
422,2807
423,2859
424,2454
425,3030
426,1893
427,232
428,3191
429,2419
430,1406
431,1513
432,2034
433,1625
434,1465
435,1787
436,3581
437,491
438,3130
439,322
440,3098
441,2522
442,518
443,2426
444,743
445,3260
446,1834
447,1646
448,2949
449,1912
450,2230
451,681
452,2291
453,2913
454,1899
455,2292
456,1345
457,2069
458,2885
459,2602
460,275
461,3249
462,1978
463,2173
464,6
465,2406
466,176
467,1975
468,2848
469,1671
470,2114
471,2405
472,798
473,1280
474,5
475,479
476,3460
477,2149
478,3140
479,1010
480,2360
481,394
482,2791
483,3311
484,2651
485,413
486,2626
487,1266
488,2098
489,3250
490,1309
491,2055
492,2518
493,954
494,2170
495,2840
496,2102
497,289
498,2912
499,900
500,1301
501,457
502,1877
503,3308
504,2403
505,1898
506,521
507,3429
508,2873
509,3230
510,2013
511,2485
512,1304
513,1462
514,3319
515,2409
516,992
517,2398
518,1587
519,434
520,1318
521,1728
522,1953
523,1715
524,2365
525,2115
526,210
527,514
528,1545
529,1803
530,3066
531,2503
532,1852
533,3571
534,3360
535,2057
536,1486
537,1818
538,278
539,2128
540,975
541,1273
542,451
543,827
544,1197
545,1163
546,1762
547,2758
548,2299
549,3583
550,1699
551,504
552,2978
553,2440
554,2890
555,1144
556,2051
557,2118
558,3315
559,2378
560,3029
561,2922
562,2767
563,1281
564,1788
565,1637
566,2849
567,3354
568,1520
569,2227
570,2290
571,836
572,1769
573,2295
574,1343
575,3256
576,3168
577,1416
578,1771
579,1066
580,1518
581,1267
582,2857
583,293
584,797
585,2064
586,217
587,1955
588,274
589,2159
590,466
591,1645
592,432
593,2535
594,1693
595,1444
596,2620
597,2792
598,2963
599,39
600,1375
601,1055
602,1200
603,3699
604,1133
605,3522
606,3156
607,842
608,2038
609,3346
610,574
611,1888
612,2371
613,2991
614,694
615,1028
616,1749
617,468
618,3353
619,2917
620,995
621,2481
622,1284
623,982
624,1904
625,1263
626,2945
627,671
628,1848
629,988
630,2778
631,2147
632,3536
633,2229
634,2423
635,1093
636,3350
637,240
638,446
639,1080
640,980
641,2948
642,2734
643,3686
644,1835
645,2915
646,3170
647,1706
648,1598
649,1572
650,1720
651,3342
652,2323
653,896
654,945
655,2529
656,3348
657,1878
658,1945
659,1392
660,2521
661,1009
662,1164
663,3608
664,1041
665,395
666,3521
667,3228
668,1738
669,3330
670,1550
671,1053
672,301
673,72
674,3259
675,260
676,1754
677,2108
678,1576
679,2233
680,989
681,1262
682,3545
683,431
684,1616
685,1665
686,1085
687,2570
688,2158
689,1751
690,2852
691,1901
692,3675
693,2186
694,985
695,1204
696,2679
697,968
698,714
699,931
700,1260
701,3610
702,712
703,3194
704,1716
705,283
706,2786
707,3400
708,2527
709,487
710,52
711,2983
712,3187
713,886
714,2402
715,3124
716,3282
717,3144
718,1830
719,2631
720,2760
721,1333
722,1913
723,1973
724,1948
725,292
726,1431
727,1597
728,2457
729,9
730,403
731,3557
732,1097
733,3657
734,1924
735,2809
736,1806
737,1823
738,3517
739,553
740,2204
741,2920
742,1483
743,1275
744,2582
745,2880
746,3306
747,1622
748,1087
749,2473
750,1525
751,947
752,3059
753,1098
754,2499
755,2379
756,2819
757,640
758,2534
759,2151
760,2296
761,3183
762,492
763,2817
764,2001
765,2417
766,1397
767,3046
768,2333
769,2242
770,407
771,2285
772,2375
773,1251
774,3166
775,546
776,402
777,26
778,805
779,2433
780,2041
781,473
782,152
783,2846
784,3504
785,1338
786,1613
787,544
788,1551
789,2256
790,1938
791,3572
792,2017
793,1809
794,34
795,1272
796,3075
797,1044
798,3541
799,2961
800,1662
801,2399
802,1256
803,1423
804,3186
805,2135
806,2870
807,2113
808,2697
809,534
810,936
811,3321
812,3095
813,427
814,1925
815,1685
816,1454
817,2196
818,273
819,1258
820,796
821,557
822,1068
823,1902
824,3105
825,3287
826,3569
827,2812
828,2019
829,1003
830,1190
831,1123
832,2400
833,3231
834,2030
835,3106
836,1581
837,2391
838,3011
839,3253
840,2860
841,2533
842,3385
843,2999
844,1455
845,3073
846,3631
847,1326
848,261
849,1351
850,115
851,3088
852,706
853,1337
854,2622
855,270
856,1000
857,2111
858,2425
859,3243
860,2587
861,2357
862,884
863,3237
864,1395
865,3632
866,777
867,2441
868,656
869,2843
870,2769
871,2068
872,3355
873,726
874,554
875,53
876,2198
877,2232
878,2925
879,3276
880,3471
881,547
882,3271
883,1575
884,1340
885,423
886,748
887,1430
888,2065
889,3614
890,1058
891,122
892,1615
893,3535
894,1138
895,758
896,1350
897,937
898,3488
899,3298
900,1526
901,1396
902,3080
903,2444
904,469
905,2629
906,2101
907,2043
908,765
909,1903
910,3292
911,1629
912,1691
913,2675
914,3532
915,2022
916,1506
917,1141
918,3165
919,2705
920,285
921,3520
922,2090
923,611
924,2116
925,2943
926,1399
927,2150
928,86
929,750
930,2739
931,555
932,536
933,983
934,745
935,1177
936,2893
937,581
938,2898
939,2502
940,2810
941,3647
942,1604
